endTime,artistName,trackName,msPlayed
2022-12-29 15:38,Justin Bieber,Nothing Like Us,199800
2022-12-29 15:41,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",196187
2022-12-29 15:45,Shawn Mendes,Life Of The Party,214533
2022-12-29 15:48,Ed Sheeran,Happier,207520
2022-12-29 15:51,Bruno Mars,When I Was Your Man,213826
2022-12-29 15:53,Julia Michaels,Issues - Acoustic,1109
2022-12-29 15:53,Kina,Get You The Moon (feat. Snøw),121596
2022-12-29 15:57,Sebastian Yatra,No Hay Nadie Más,199733
2022-12-29 16:00,James Arthur,Empty Space,213306
2022-12-29 16:04,Morat,Besos En Guerra,231532
2022-12-29 16:04,Clean Bandit,I Miss You (feat. Julia Michaels) - Acoustic,6520
2022-12-29 16:05,Katy Perry,Unconditionally,26282
2022-12-29 16:05,Little Mix,Love Me or Leave Me,8853
2022-12-29 16:08,Julie and the Phantoms Cast,Perfect Harmony (feat. Madison Reyes & Charlie Gillespie),204000
2022-12-29 16:12,Alex & Sierra,Little Do You Know,185200
2022-12-29 16:15,One Direction,Steal My Girl,2090
2022-12-29 16:15,Auburn,Perfect Two,1237
2022-12-29 16:15,Benjamín Amadeo,Volaré,1664
2022-12-29 16:15,One Direction,They Don't Know About Us,1173
2022-12-29 16:15,Little Mix,"Secret Love Song, Pt. II",209085
